Attendance,Grades,Homework Streak,Feedback Behavior,Weekly Test Scores,Attention Test Scores,Ragging,Finance Issue,Mental Health Issue,Physical Health Issue,Discrimination Based on Gender,Physical Disability,Risk Status
83,39,1,4,73,27,0,0,0,0,0,0,0
91,53,1,1,92,58,1,1,0,0,1,0,1
97,14,1,3,13,21,0,0,0,0,1,0,1
95,30,0,5,63,41,1,1,1,0,1,1,1
82,67,1,1,12,60,1,1,1,0,1,1,1
54,78,0,5,79,43,0,1,1,0,0,0,1
50,21,1,3,59,16,0,1,0,1,0,1,1
61,36,1,4,36,3,1,1,0,0,1,0,1
85,69,0,1,61,55,0,1,1,1,1,1,1
54,40,0,4,73,77,0,1,1,0,0,1,1
76,16,1,1,70,53,1,1,0,0,0,1,1
65,7,1,3,44,4,1,0,0,1,0,0,1
99,84,0,4,52,88,1,0,0,1,0,0,1
78,19,0,1,85,55,1,0,1,0,1,1,1
92,2,0,4,39,87,0,0,1,1,0,0,1
66,60,0,4,22,22,1,1,0,1,0,0,1
56,32,1,4,76,54,0,1,0,0,1,0,1
81,99,0,4,36,50,0,0,1,0,1,1,1
52,18,1,2,90,24,1,0,0,1,1,1,1
67,51,0,2,35,3,1,1,1,1,0,1,1
51,47,1,5,88,66,0,1,0,0,0,1,1
82,61,1,1,8,32,0,1,0,1,1,0,1
83,17,1,5,1,83,1,0,0,1,1,0,1
88,66,1,2,47,63,1,0,1,0,0,0,1
54,54,1,2,23,87,1,0,0,0,1,1,1
80,9,0,5,46,20,0,0,0,0,0,1,1
54,42,0,1,30,13,1,1,1,0,0,1,1
65,70,0,5,6,36,0,0,0,1,1,1,1
71,21,0,5,10,83,1,0,1,0,0,0,1
88,49,1,1,69,20,0,0,1,1,0,1,1
60,45,1,5,85,57,0,0,0,1,0,0,1
66,7,0,3,43,34,1,1,0,1,1,0,1
52,85,1,4,68,3,0,1,0,0,1,1,1
96,73,0,2,65,87,0,1,1,0,1,1,1
96,89,0,4,40,60,1,0,0,0,1,1,1
96,18,0,2,46,53,0,1,1,1,1,0,1
82,60,0,1,60,98,0,0,0,0,1,1,0
89,71,0,4,50,57,1,1,1,1,1,1,1
73,78,0,2,76,91,1,0,1,0,1,1,1
51,4,0,2,67,1,0,1,0,1,0,1,1
86,92,0,2,84,41,0,0,0,0,1,1,0
75,83,0,3,55,89,0,0,0,0,0,0,0
58,73,0,1,14,19,1,1,1,0,0,1,1
97,91,1,5,75,47,0,0,1,0,0,0,1
77,20,1,4,72,62,1,0,0,1,1,1,1
50,66,0,1,13,80,0,0,1,1,1,1,1
85,13,0,4,98,43,1,0,0,1,0,1,1
76,61,0,3,35,57,1,1,0,1,0,0,1
97,96,1,5,6,11,0,0,1,0,1,1,1
92,15,1,5,72,45,1,0,1,1,0,0,1
72,50,0,2,78,20,0,0,1,1,0,1,1
81,53,0,4,96,29,1,1,0,0,0,1,1
51,69,1,4,81,42,0,1,0,0,1,1,1
79,76,0,3,33,71,0,1,1,0,0,1,1
53,42,0,2,81,50,0,0,1,1,1,1,1
53,37,0,2,92,11,1,0,0,1,1,0,1
84,5,1,4,82,76,0,1,1,1,0,1,1
86,52,0,1,20,18,1,0,1,0,1,0,1
92,60,1,4,5,70,0,0,0,0,0,0,0
96,59,0,4,89,72,1,0,0,0,0,1,1
70,30,1,1,94,76,1,0,0,1,1,0,1
91,7,1,4,33,18,0,1,0,1,1,0,1
55,84,1,1,98,19,1,1,0,1,1,1,1
74,83,1,3,46,64,1,1,0,1,0,1,1
69,34,1,1,31,10,0,1,0,0,1,0,1
87,26,1,1,13,91,0,0,0,0,0,1,1
53,39,0,5,79,92,0,0,0,0,1,1,0
69,75,1,2,57,15,1,0,0,1,1,1,1
73,82,0,2,68,35,1,0,1,0,1,1,1
98,17,0,3,53,84,1,0,0,1,1,0,1
80,64,0,5,89,19,0,0,0,1,0,0,1
80,61,0,3,30,22,0,0,0,0,0,1,0
75,54,0,2,79,63,0,1,1,1,0,1,1
57,4,1,3,26,13,1,1,1,0,1,0,1
92,80,1,4,78,12,1,1,1,0,0,1,1
62,56,1,5,61,67,0,1,0,0,1,0,1
54,89,1,4,68,1,1,1,1,1,1,1,1
98,97,0,1,94,87,1,1,1,1,1,0,1
77,28,1,3,23,68,1,0,0,1,0,1,1
62,98,0,4,52,0,1,1,0,1,1,0,1
97,17,0,3,32,73,0,1,0,0,1,0,1
60,7,0,5,58,85,1,1,0,0,0,1,1
93,43,1,3,90,18,0,0,0,1,1,1,1
96,64,1,4,71,28,1,1,1,0,1,0,1
60,49,0,1,76,28,1,1,0,0,1,0,1
93,72,0,1,48,16,1,1,1,0,1,0,1
56,84,1,1,99,89,0,0,0,1,1,0,1
57,1,0,4,12,6,0,1,0,1,0,1,1
50,27,0,3,97,43,0,0,0,1,1,1,1
84,43,1,1,81,78,0,1,1,1,0,0,1
82,58,1,1,46,36,0,1,1,0,1,1,1
73,15,1,4,8,76,1,1,0,0,1,0,1
50,52,1,1,51,8,0,0,1,1,0,1,1
57,9,1,3,69,8,1,1,0,0,1,1,1
80,24,1,1,29,45,0,1,0,1,1,1,1
68,72,1,4,83,50,0,1,0,0,0,0,1
82,89,1,2,80,44,0,1,1,1,0,0,1
52,99,1,5,11,36,0,0,1,0,0,0,1
88,46,1,5,21,27,1,1,1,0,0,0,1
62,91,1,3,93,25,0,0,0,0,0,0,0
50,98,0,1,8,68,0,1,0,1,1,1,1
58,45,0,2,72,56,1,0,1,0,0,1,1
53,65,1,2,53,29,1,0,1,0,1,0,1
63,54,0,5,71,30,1,1,1,1,1,1,1
76,72,0,5,73,37,1,0,0,0,0,1,1
53,79,0,3,46,76,1,1,1,1,1,1,1
88,24,0,4,8,65,0,0,1,0,0,1,1
56,8,0,2,37,38,1,0,0,1,0,1,1
56,17,1,3,81,14,1,1,0,0,0,0,1
70,39,0,4,0,38,0,1,0,1,1,0,1
52,84,1,5,93,13,0,0,0,1,1,0,1
71,6,1,2,43,37,0,0,1,1,0,1,1
97,46,1,5,35,93,0,1,0,1,1,0,1
96,82,1,1,89,94,0,0,1,0,0,0,1
68,26,0,5,23,39,0,0,0,1,0,1,1
66,79,0,4,58,11,1,1,0,1,0,0,1
93,7,0,1,31,33,1,1,1,1,0,0,1
83,1,0,5,70,59,0,1,1,0,1,0,1
92,28,1,4,28,60,1,0,0,0,0,0,1
55,16,1,1,68,47,1,1,0,1,0,0,1
79,29,0,1,52,39,1,0,0,0,1,0,1
65,76,0,2,75,23,0,1,0,1,1,1,1
75,97,0,4,81,0,0,1,1,1,0,1,1
95,1,1,4,1,2,0,0,0,0,1,1,1
74,29,1,5,71,43,1,1,1,0,0,1,1
86,46,0,2,54,79,1,0,1,0,1,0,1
50,94,1,5,40,6,0,0,1,0,1,1,1
63,81,0,1,87,73,0,0,1,0,0,0,1
62,5,0,3,22,12,0,0,1,0,0,1,1
56,21,1,2,24,55,0,1,0,0,1,1,1
99,5,1,2,99,47,1,0,0,1,1,0,1
99,88,1,2,54,98,0,0,0,1,0,0,1
53,15,1,2,3,67,0,1,1,1,1,0,1
82,54,1,1,51,73,0,1,1,0,1,1,1
99,45,1,3,58,26,1,0,0,0,0,1,1
85,87,1,4,55,47,0,0,0,1,1,1,1
63,47,1,3,55,87,1,0,0,1,1,1,1
61,85,1,2,96,62,0,0,1,0,1,1,1
67,42,1,3,96,16,0,1,1,0,1,0,1
54,22,0,2,66,12,0,0,0,1,0,1,1
73,32,0,1,28,76,1,1,1,1,1,1,1
97,73,0,1,75,56,1,0,0,0,1,0,1
60,92,0,5,74,94,0,0,0,1,1,0,1
88,59,1,5,47,44,0,1,0,0,0,0,1
88,47,0,5,46,16,0,1,1,1,1,1,1
98,28,1,5,55,58,1,1,1,0,0,1,1
86,10,1,3,83,32,0,1,1,1,1,1,1
79,21,0,4,12,57,0,0,1,0,0,1,1
75,75,1,4,87,66,1,1,0,0,1,0,1
85,19,1,4,49,7,0,1,0,1,1,0,1
57,79,1,5,41,40,0,1,1,0,1,1,1
50,9,0,5,49,56,0,1,0,1,0,0,1
50,24,1,3,67,34,0,1,1,1,1,1,1
58,49,0,1,99,6,0,0,1,0,0,0,1
53,50,1,4,55,77,0,0,0,0,0,0,0
56,52,0,2,55,47,1,1,1,0,0,0,1
87,83,0,3,87,56,0,1,1,1,0,0,1
57,14,1,3,66,7,0,1,1,1,1,1,1
63,31,0,1,63,46,1,1,1,1,0,0,1
68,70,1,2,85,51,1,1,1,1,1,0,1
67,29,1,1,2,17,0,1,0,0,0,1,1
53,37,1,1,27,16,0,1,0,1,0,1,1
58,45,0,3,61,32,0,1,0,1,0,1,1
97,92,0,2,3,22,0,0,0,0,1,1,0
93,80,0,3,69,21,1,1,1,1,0,0,1
53,58,1,1,66,76,0,0,0,1,1,1,1
94,5,0,2,78,45,1,1,1,0,1,0,1
61,82,0,1,15,18,1,0,0,0,0,1,1
99,49,0,3,32,16,1,0,1,1,0,0,1
60,81,0,3,12,41,0,0,1,1,0,1,1
93,33,0,5,48,63,0,1,1,1,0,1,1
65,90,1,2,60,68,0,1,0,0,1,1,1
77,87,0,2,58,97,1,0,1,1,0,1,1
88,50,1,2,8,63,1,0,0,1,1,1,1
85,16,0,1,71,38,1,0,1,1,1,0,1
68,85,1,4,43,10,1,1,1,0,0,1,1
85,45,0,5,98,7,0,1,1,1,0,0,1
71,44,1,1,77,86,1,0,1,1,0,1,1
78,21,0,1,56,70,0,1,1,0,0,1,1
83,47,0,4,76,30,1,0,0,1,1,0,1
75,26,1,3,53,86,0,1,1,1,0,0,1
60,46,1,1,37,52,0,1,1,0,0,1,1
51,90,1,1,97,50,0,0,1,1,0,1,1
71,4,0,2,92,66,0,0,0,1,1,0,1
75,38,1,4,76,12,0,0,0,0,0,1,0
60,77,0,5,55,29,0,0,0,1,0,0,1
91,73,0,5,33,59,0,0,0,1,1,0,1
63,70,0,2,49,98,1,1,1,0,1,0,1
52,35,0,4,99,19,1,1,1,0,0,1,1
68,12,1,3,97,24,0,0,1,0,0,1,1
70,5,1,4,92,77,0,1,1,0,0,0,1
57,95,0,1,2,61,1,1,0,0,1,1,1
90,56,1,1,30,89,1,1,1,0,1,1,1
71,28,0,5,47,84,0,0,1,1,0,0,1
87,82,1,5,4,20,0,0,1,1,0,1,1
96,62,0,5,87,60,1,1,1,1,1,1,1
69,89,1,5,14,56,0,0,0,0,0,1,0
76,92,0,2,36,41,1,1,0,0,0,1,1
56,99,1,2,68,33,0,0,1,0,0,1,1
50,15,1,2,82,30,0,1,0,1,0,1,1
58,95,0,4,83,11,1,1,0,1,1,0,1
71,47,0,1,51,25,1,1,0,0,0,1,1
97,35,0,4,81,22,1,0,0,1,1,0,1
87,92,0,4,24,53,1,1,1,0,1,1,1
53,95,1,3,54,60,1,0,0,1,1,1,1
96,11,0,1,1,79,1,0,0,0,0,0,1
90,25,1,4,62,57,0,0,0,0,0,0,1
91,18,1,4,53,0,1,1,0,1,0,1,1
78,96,0,5,32,69,1,0,1,1,1,1,1
86,60,1,3,66,37,1,0,0,0,0,1,1
89,99,0,3,37,40,0,0,1,0,1,0,1
51,90,1,2,73,42,0,1,0,1,0,0,1
95,51,1,2,15,54,0,0,1,1,0,0,1
55,94,0,1,5,2,0,1,0,1,1,0,1
77,68,1,2,6,40,1,1,0,1,0,0,1
81,43,1,3,28,68,1,0,0,0,0,1,1
90,14,0,5,35,57,1,1,0,0,0,0,1
59,5,0,5,36,41,0,0,0,1,0,1,1
57,96,0,1,61,75,0,0,0,0,0,1,0
85,0,1,2,72,54,1,1,1,0,0,0,1
97,46,1,1,55,36,1,1,0,0,0,1,1
55,4,1,2,50,28,0,0,1,0,1,0,1
91,61,0,3,65,52,1,0,0,0,1,1,1
78,21,1,5,70,97,1,0,1,0,1,1,1
71,84,1,3,79,9,1,1,1,1,1,1,1
61,50,1,1,63,3,1,0,1,0,0,1,1
53,14,0,3,7,94,0,1,0,0,0,0,1
68,55,0,4,53,75,0,0,0,0,0,0,0
85,69,0,2,9,93,1,1,0,1,0,1,1
96,12,0,4,80,38,0,1,0,1,1,0,1
91,57,1,2,82,16,0,1,0,1,1,0,1
67,3,1,5,11,16,1,1,0,1,1,1,1
97,29,1,1,85,31,0,0,0,0,0,0,1
77,33,0,4,96,57,1,1,0,1,1,0,1
97,48,0,3,17,43,1,1,0,0,0,1,1
59,37,1,4,9,43,1,0,1,0,1,0,1
69,18,1,4,17,1,1,0,1,1,0,0,1
57,73,1,5,8,49,1,1,1,0,0,1,1
57,36,1,4,43,79,1,0,1,0,0,0,1
87,67,1,1,27,69,0,1,0,0,0,1,1
93,5,0,2,81,49,1,1,0,0,0,1,1
94,60,0,5,41,59,1,0,1,0,0,1,1
96,63,0,1,65,5,0,0,0,0,0,1,0
96,72,0,5,92,2,0,0,0,0,0,0,0
84,73,1,4,86,96,1,1,1,1,0,0,1
83,17,0,4,20,2,0,1,0,0,1,1,1
60,87,0,1,99,17,1,0,1,1,0,0,1
55,67,1,1,41,70,0,1,0,0,0,1,1
78,3,0,2,17,31,0,1,0,0,0,1,1
96,69,1,1,9,8,1,0,1,0,1,1,1
82,44,1,3,31,89,0,1,1,0,0,0,1
69,75,1,2,32,90,0,0,0,0,0,1,0
89,41,1,3,31,38,1,1,0,0,0,0,1
80,62,0,5,11,1,1,1,0,1,1,1,1
81,43,1,2,31,60,0,0,0,1,1,0,1
97,79,0,2,15,23,1,1,1,1,1,0,1
97,94,1,2,56,15,1,1,0,0,1,0,1
51,0,0,3,83,71,0,0,1,0,1,0,1
82,16,1,2,29,74,0,1,0,0,0,0,1
90,33,0,3,19,52,0,1,0,1,0,0,1
99,45,1,2,25,59,0,1,0,0,1,0,1
95,43,0,1,43,43,0,0,1,0,0,0,1
96,71,0,3,85,37,1,1,0,1,0,0,1
50,81,1,3,90,75,1,0,1,1,1,1,1
87,37,0,3,64,69,1,0,1,1,1,0,1
71,41,1,3,81,48,1,0,1,0,0,1,1
72,38,1,3,0,95,1,1,1,0,1,0,1
77,35,0,5,73,32,0,0,1,0,0,0,1
55,49,1,5,41,81,0,0,1,0,1,1,1
95,81,1,4,14,75,1,0,0,1,0,1,1
85,15,0,1,43,89,1,0,1,0,1,1,1
95,54,0,1,72,10,1,1,0,0,1,1,1
85,42,0,3,44,51,1,1,0,1,1,0,1
90,89,0,5,75,80,0,0,1,1,0,1,1
53,72,1,2,45,78,1,1,0,1,0,0,1
78,45,0,4,83,46,1,0,1,0,0,1,1
77,45,0,4,21,34,1,1,1,0,0,1,1
59,15,0,2,12,64,0,0,1,0,0,0,1
93,62,0,5,2,14,0,1,1,0,0,0,1
53,52,1,3,2,28,0,1,0,1,0,0,1
93,35,1,2,4,94,0,1,0,0,0,0,1
61,98,1,3,73,28,1,0,0,1,1,0,1
72,56,0,1,44,63,1,0,1,0,1,1,1
92,1,1,2,20,73,0,0,0,0,0,0,1
92,99,1,4,84,27,1,1,1,1,0,1,1
54,55,1,2,63,25,0,0,1,0,0,0,1
79,92,1,1,60,92,1,1,0,0,0,0,1
94,27,0,5,46,52,1,0,0,0,1,0,1
52,41,1,3,85,94,0,0,1,0,1,1,1
80,2,1,2,34,78,1,1,1,1,1,0,1
55,14,1,4,55,74,1,1,1,0,0,0,1
97,24,0,2,88,49,0,0,1,0,1,1,1
62,88,1,5,38,0,1,1,0,1,1,0,1
67,19,1,3,48,43,1,1,1,0,0,0,1
65,5,1,1,32,23,0,0,1,1,1,1,1
91,99,1,2,38,96,1,1,0,0,1,0,1
74,35,0,1,20,99,0,0,0,0,0,1,0
71,33,1,4,19,99,0,1,1,0,1,1,1
90,90,1,3,14,97,0,0,1,1,1,0,1
53,76,1,5,65,86,1,0,0,0,0,1,1
96,26,0,3,26,24,1,1,0,0,1,0,1
98,15,1,4,9,2,0,0,1,0,0,1,1
81,40,1,1,76,53,0,1,1,1,1,0,1
56,15,1,2,56,87,0,0,1,0,1,0,1
83,35,1,1,28,13,1,0,1,0,1,1,1
97,85,1,1,44,60,1,0,1,1,1,1,1
61,29,0,4,4,3,0,0,1,0,1,0,1
89,22,1,4,89,39,1,0,0,0,1,1,1
58,58,0,5,32,7,1,1,1,0,0,1,1
53,45,0,5,64,46,0,1,0,1,0,0,1
93,3,0,4,2,22,1,1,0,0,1,0,1
89,89,0,3,54,72,1,0,0,1,0,0,1
91,79,1,1,49,4,1,0,0,0,0,1,1
75,89,0,2,77,34,1,1,1,1,1,0,1
95,67,1,2,34,63,1,1,1,1,0,0,1
56,58,1,2,47,7,1,0,0,0,0,1,1
57,20,1,4,82,51,0,0,0,1,0,0,1
90,57,0,5,36,22,1,0,1,0,0,1,1
79,60,1,1,16,49,0,1,0,0,0,1,1
55,23,1,3,56,35,1,0,0,1,0,1,1
88,3,1,4,53,68,0,1,1,0,0,1,1
53,87,1,4,35,68,1,1,1,1,0,1,1
57,97,1,4,48,25,0,1,1,1,1,1,1
93,67,1,2,41,97,1,0,0,0,1,1,1
73,9,1,5,23,68,0,1,0,1,0,1,1
74,30,1,3,97,9,0,1,0,1,1,0,1
79,15,0,3,62,29,1,1,1,1,1,0,1
67,0,0,4,66,35,0,0,0,0,0,0,1
93,79,1,4,86,54,1,0,1,1,0,0,1
83,39,1,2,94,27,0,0,0,1,1,1,1
98,26,1,3,93,1,1,0,0,1,0,1,1
64,61,1,1,8,22,1,0,0,1,0,1,1
92,88,0,5,82,72,1,0,1,1,0,1,1
92,47,1,2,98,62,0,0,1,0,1,0,1
66,61,1,5,16,56,1,0,0,1,1,1,1
97,90,0,5,56,82,0,1,0,0,1,1,1
51,2,1,5,97,33,0,1,0,1,1,0,1
92,73,0,4,22,17,1,0,1,0,1,1,1
50,34,0,5,31,38,1,1,0,0,1,1,1
65,32,0,4,51,60,1,0,1,0,0,1,1
66,76,1,4,91,53,1,1,0,0,1,0,1
58,85,1,5,4,78,0,0,0,1,1,0,1
91,66,0,4,66,29,0,1,1,0,0,1,1
70,60,0,2,89,63,1,0,1,1,1,1,1
93,29,1,3,26,43,1,0,0,1,1,1,1
75,8,0,3,85,69,0,0,0,1,1,1,1
50,84,0,4,99,50,0,1,1,0,1,0,1
99,96,0,1,24,41,0,0,0,0,1,1,0
89,57,1,4,69,77,1,1,0,1,1,0,1
52,28,0,4,0,44,0,0,1,1,0,1,1
56,35,0,5,58,54,0,0,0,1,1,1,1
53,0,1,5,99,60,0,1,0,1,0,1,1
80,53,1,5,61,4,1,0,1,0,1,1,1
63,74,0,2,2,26,0,0,0,0,1,1,0
70,3,0,1,20,29,0,1,0,1,0,1,1
61,65,1,3,88,35,0,0,0,1,0,0,1
61,25,0,1,13,90,0,0,1,0,0,1,1
55,12,1,4,40,73,1,1,1,0,1,0,1
98,60,0,4,74,68,0,0,1,0,1,0,1
66,74,0,5,94,30,1,1,0,1,1,1,1
63,57,0,1,83,82,0,1,1,0,0,0,1
58,22,1,4,74,74,1,1,1,1,1,0,1
77,93,0,3,19,85,0,1,1,1,0,1,1
56,74,0,1,54,78,1,0,1,0,1,0,1
94,59,0,2,59,61,1,0,0,0,0,0,1
92,56,0,5,63,48,0,0,1,0,1,0,1
54,50,1,1,27,60,1,0,0,1,0,1,1
90,67,0,2,34,14,1,1,0,0,0,0,1
91,32,0,1,33,9,0,0,0,1,1,0,1
65,36,1,2,12,91,0,0,1,1,1,0,1
50,73,0,5,90,20,1,0,1,0,1,0,1
89,97,0,4,35,15,1,0,1,0,0,0,1
87,35,1,3,77,66,1,0,0,1,0,1,1
56,5,1,5,34,19,0,1,0,1,0,0,1
79,94,0,3,48,22,1,0,0,1,0,1,1
97,43,1,5,97,0,1,0,1,0,0,1,1
75,97,0,3,72,90,0,0,1,0,0,1,1
62,69,0,4,56,68,1,0,0,0,1,1,1
50,28,0,3,26,37,0,0,1,0,1,0,1
99,9,0,2,28,57,1,0,0,1,1,1,1
78,61,1,1,28,22,0,1,1,1,1,0,1
57,94,1,1,51,57,1,0,1,0,1,1,1
51,95,1,4,80,43,1,0,1,0,0,1,1
94,57,1,1,73,60,1,0,0,1,0,1,1
98,65,0,3,40,35,1,1,0,1,0,1,1
57,18,0,2,68,76,0,1,0,0,1,0,1
90,55,1,1,5,83,0,0,0,0,0,0,0
76,67,0,4,69,87,0,1,1,1,1,0,1
90,5,0,5,19,27,1,0,0,1,0,1,1
98,81,0,4,66,20,0,1,0,1,0,0,1
96,38,0,1,98,43,0,1,1,1,0,0,1
72,27,1,4,32,41,1,1,1,1,1,0,1
64,7,0,4,83,61,1,1,1,0,0,1,1
81,59,1,5,54,54,0,1,1,1,1,0,1
71,95,1,2,37,54,1,0,1,0,1,1,1
57,96,1,1,48,20,1,0,0,0,0,1,1
86,97,0,3,68,2,0,0,0,1,0,1,1
66,90,0,1,4,23,1,1,0,0,0,1,1
56,48,1,5,50,34,0,1,1,0,1,1,1
92,30,0,2,73,58,0,0,0,1,0,0,1
70,88,0,3,71,84,0,0,1,0,1,0,1
88,44,0,5,0,0,0,1,0,1,0,0,1
54,58,1,3,66,11,0,1,1,0,0,0,1
66,53,0,4,3,0,1,1,0,0,0,1,1
84,81,1,2,72,65,1,1,1,0,1,1,1
97,81,1,4,6,83,0,0,0,1,1,0,1
97,44,0,3,99,7,0,1,0,0,0,0,1
64,33,0,4,30,57,1,1,1,1,1,0,1
97,56,0,1,84,59,0,0,1,0,0,1,1
89,5,0,5,42,20,0,1,0,1,1,0,1
65,46,1,4,50,59,0,0,1,0,1,0,1
74,6,1,4,90,58,0,0,0,0,0,0,1
64,92,0,2,42,48,0,1,0,0,0,0,1
60,20,0,2,37,75,1,1,1,0,1,1,1
54,1,1,4,38,72,0,1,1,1,1,1,1
70,81,0,4,79,36,1,1,1,0,0,0,1
91,71,1,2,2,57,0,1,1,0,1,1,1
90,36,0,1,57,32,0,1,1,1,0,0,1
61,21,0,2,21,43,1,1,0,1,0,0,1
79,41,0,5,44,73,0,0,0,1,1,0,1
53,41,0,4,48,53,1,0,1,0,1,1,1
94,20,0,3,12,69,0,1,0,1,1,1,1
76,62,1,5,15,21,0,0,1,1,1,0,1
77,74,0,2,11,6,0,1,1,0,1,0,1
52,7,1,5,21,22,0,0,0,0,0,1,1
52,55,0,1,1,13,0,1,0,0,0,1,1
73,61,0,4,77,68,0,0,0,1,1,1,1
95,72,0,5,17,39,0,1,0,1,0,1,1
78,85,1,4,37,44,0,1,0,1,0,1,1
68,54,1,2,37,20,0,0,1,0,1,0,1
97,55,1,3,89,91,0,1,1,1,1,1,1
51,22,0,3,76,69,1,0,1,0,0,1,1
54,15,1,5,13,95,1,0,0,0,1,0,1
86,89,0,3,55,70,1,0,1,0,0,0,1
67,42,0,5,97,73,0,0,1,0,1,1,1
74,33,1,3,3,82,1,0,1,1,0,0,1
75,99,1,2,48,88,0,0,1,1,0,0,1
93,38,1,1,48,11,0,0,1,1,1,1,1
62,30,1,2,36,82,0,1,1,0,1,0,1
84,41,1,5,37,5,0,1,0,1,1,1,1
71,77,0,2,34,33,0,0,0,0,0,1,0
59,86,1,4,37,41,1,1,1,1,1,1,1
86,35,0,4,10,38,1,1,1,1,1,0,1
93,73,0,2,34,22,0,0,0,0,1,0,0
91,91,1,5,93,4,1,0,1,1,0,1,1
56,30,1,5,97,96,0,1,0,0,1,0,1
67,12,0,3,28,37,1,1,0,1,1,1,1
81,62,0,3,46,84,1,0,1,1,1,0,1
97,14,0,1,29,63,0,1,1,1,0,1,1
94,98,0,3,54,6,1,1,0,1,1,1,1
56,98,0,4,94,29,0,0,1,0,1,1,1
66,76,1,4,38,31,1,0,1,1,0,0,1
80,97,1,5,64,36,1,0,0,1,0,0,1
78,75,1,3,93,59,1,0,0,0,1,0,1
61,59,1,3,64,35,1,0,1,1,1,1,1
82,91,0,1,79,46,0,0,1,1,0,1,1
88,54,0,2,64,53,0,1,1,1,1,0,1
75,86,1,3,15,0,0,1,1,1,1,1,1
88,53,0,3,6,79,1,0,0,1,1,0,1
79,55,1,1,6,25,0,0,1,1,0,1,1
52,66,1,2,8,35,1,1,0,1,1,1,1
69,90,1,2,32,66,0,0,0,1,1,1,1
62,66,1,3,46,68,1,1,1,1,1,1,1
68,64,0,3,38,42,0,0,0,1,0,0,1
50,79,0,5,34,21,1,1,0,1,1,1,1
91,58,0,3,0,15,0,0,0,0,0,1,0
72,20,1,1,48,15,1,1,0,0,0,0,1
67,43,0,5,99,10,1,1,0,0,0,0,1
92,89,0,3,20,52,1,0,0,1,1,1,1
54,15,1,5,77,49,1,1,0,1,0,0,1
54,24,0,1,51,83,0,1,0,1,1,1,1
68,60,1,3,55,70,1,1,1,1,0,1,1
55,3,1,5,87,27,1,1,0,1,0,0,1
64,8,1,5,12,83,0,0,0,0,1,1,1
60,20,0,3,26,49,0,0,0,1,1,0,1
79,67,1,4,30,93,1,0,0,1,1,0,1
69,47,0,1,29,40,1,0,0,1,0,0,1
84,46,1,1,47,24,1,0,1,0,0,1,1
53,62,1,4,87,71,1,0,1,1,1,1,1
58,19,0,5,79,38,0,1,1,1,1,1,1
76,96,1,2,45,25,0,0,1,1,1,1,1
68,45,0,1,7,34,1,1,0,0,0,0,1
54,59,0,4,56,7,0,0,1,0,0,1,1
57,60,1,5,20,18,0,1,1,0,0,1,1
92,58,1,3,3,8,0,1,1,0,1,0,1
79,6,1,2,95,41,1,1,0,1,1,1,1
85,80,0,4,58,86,0,0,1,1,0,0,1
65,63,1,3,0,62,0,0,1,0,0,1,1
96,71,1,3,36,63,1,0,1,0,0,0,1
95,87,0,3,7,11,1,0,1,1,0,1,1
53,20,0,2,27,83,0,0,1,0,1,1,1
53,66,1,4,18,78,1,1,0,1,0,1,1
56,57,1,2,91,31,1,0,1,0,1,1,1
52,95,1,4,46,6,1,1,0,1,1,0,1
87,26,1,4,34,40,1,0,1,0,1,1,1
74,46,0,5,82,85,1,1,1,0,0,1,1
85,70,1,1,0,74,0,0,0,1,1,1,1
53,77,1,1,93,51,0,0,0,1,0,0,1
57,48,1,4,93,18,1,0,1,0,1,1,1
77,59,0,2,28,49,0,0,1,1,0,0,1
52,58,1,5,15,59,0,0,0,0,0,0,0
98,50,0,3,43,49,1,1,1,0,0,1,1
57,94,0,3,66,84,0,0,0,1,1,0,1
60,56,0,2,49,54,0,0,0,0,1,0,0
95,45,0,3,71,9,1,0,0,0,0,1,1
98,48,0,3,6,43,1,1,1,0,0,0,1
55,97,0,5,68,67,0,1,1,1,0,1,1
90,23,0,5,25,57,1,0,1,1,1,0,1
72,68,0,4,46,56,1,0,1,1,1,1,1
93,72,0,4,80,3,0,1,0,0,0,0,1
51,16,1,1,75,66,1,0,1,0,1,0,1
56,1,0,2,68,1,0,1,0,1,1,1,1
78,51,0,3,30,87,0,1,0,1,1,1,1
55,45,1,3,24,60,1,1,1,0,1,0,1
90,80,0,2,6,31,0,1,0,1,1,1,1
60,38,1,3,54,63,1,1,1,0,1,1,1
57,4,0,2,55,55,0,0,1,0,1,1,1
79,26,1,3,96,35,1,0,1,1,0,0,1
86,75,0,2,87,96,1,1,0,1,0,1,1
68,5,0,5,83,43,0,0,0,0,1,1,1
97,38,0,2,38,5,0,0,1,1,1,1,1
52,30,1,3,38,38,1,1,1,0,0,0,1
91,24,1,3,58,1,0,1,0,0,1,1,1
79,75,1,5,68,89,0,1,1,0,0,1,1
82,45,1,4,76,99,1,1,0,0,0,0,1
99,17,1,1,81,40,0,0,1,0,0,1,1
75,69,1,2,62,33,0,0,0,0,0,0,0
86,55,1,3,8,45,0,1,1,1,1,0,1
69,62,0,1,33,50,0,1,0,0,1,0,1
82,90,1,2,73,79,1,0,0,0,1,1,1
77,25,0,2,39,17,0,1,1,1,1,1,1
76,13,0,1,36,26,0,1,1,1,1,0,1
78,20,1,3,82,75,1,1,1,0,0,1,1
95,4,1,2,0,24,0,0,1,1,1,0,1
